time,isomer_view,confusor_view,table_view,UI_view,total_frame,isomer_grab,confusor_grab,success_count,failure_count,x,y,z,alpha,beta,gamma
851.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851.4344,0,0,0,0,1,0,0,0,0,5.051922,14.49179,36.99976,6.573528,171.2246,7.277152
851.4457,0,0,0,0,2,0,0,0,0,5.05131,14.49286,37.00124,6.341195,171.285,7.278394
851.453,0,0,0,0,3,0,0,0,0,5.050616,14.49392,37.00283,6.10181,171.33,7.289162
851.4669,0,0,0,0,4,0,0,0,0,5.049912,14.49503,37.00459,5.895354,171.3842,7.292387
851.4818,0,0,0,1,5,0,0,0,0,5.049223,14.49617,37.00638,5.696923,171.4498,7.308908
851.4957,0,0,0,2,6,0,0,0,0,5.048478,14.49738,37.00827,5.463748,171.4799,7.304225
851.5096,0,0,0,3,7,0,0,0,0,5.047728,14.49858,37.01023,5.172902,171.5154,7.293033
851.5244,0,0,0,4,8,0,0,0,0,5.046923,14.49979,37.01231,4.880485,171.545,7.277353
851.5388,0,0,0,5,9,0,0,0,0,5.04609,14.50101,37.01448,4.588468,171.5834,7.257551
851.5523,1,0,0,6,10,0,0,0,0,5.045303,14.50237,37.0168,4.317113,171.6463,7.211574
851.5673,2,0,0,7,11,0,0,0,0,5.044394,14.50366,37.01925,4.05578,171.7144,7.179435
851.5812,3,0,0,8,12,0,0,0,0,5.04342,14.505,37.0218,3.791149,171.8007,7.146916
851.595,4,0,0,9,13,0,0,0,0,5.042395,14.50636,37.02449,3.525217,171.905,7.113772
851.6088,5,0,0,10,14,0,0,0,0,5.041392,14.50771,37.02723,3.235619,172.0261,7.073302
851.6233,6,0,0,11,15,0,0,0,0,5.04028,14.5091,37.03011,2.948571,172.1515,7.02777
851.6373,7,0,0,12,16,0,0,0,0,5.039178,14.51059,37.03308,2.635521,172.286,6.944883
851.6508,7,0,0,13,17,0,0,0,0,5.038159,14.51205,37.03609,2.292898,172.4624,6.8415
851.6654,7,0,0,14,18,0,0,0,0,5.037067,14.51348,37.03921,1.938537,172.6251,6.741537
851.6794,7,0,0,15,19,0,0,0,0,5.035944,14.51498,37.04248,1.561651,172.7772,6.648015
851.6926,7,0,0,16,20,0,0,0,0,5.034818,14.51646,37.04585,1.16924,172.9371,6.567023
851.7074,7,0,0,17,21,0,0,0,0,5.033674,14.51781,37.04934,0.788969,173.1226,6.448782
851.7212,7,0,0,18,22,0,0,0,0,5.032553,14.51911,37.05289,0.4938579,173.3459,6.338572
851.7353,7,0,0,19,23,0,0,0,0,5.03146,14.52037,37.05653,0.2338592,173.5881,6.215666
851.7487,7,0,0,20,24,0,0,0,0,5.03031,14.52152,37.06033,0.02723012,173.8484,6.081788
851.763,7,0,0,21,25,0,0,0,0,5.029194,14.52254,37.06415,359.8402,174.1589,5.923607
