time,isomer_view,confusor_view,table_view,UI_view,total_frame,isomer_grab,confusor_grab,success_count,failure_count,x,y,z,alpha,beta,gamma
372.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372.5375,0,0,0,1,1,0,0,0,0,5.142664,14.6174,37.69851,351.4251,175.3716,2.76648
372.5469,0,0,0,2,2,0,0,0,0,5.142687,14.61736,37.69851,351.4089,175.3708,2.758842
372.566,0,0,0,3,3,0,0,0,0,5.142716,14.61733,37.69849,351.4074,175.3763,2.743012
372.5805,0,0,0,4,4,0,0,0,0,5.142718,14.61732,37.69848,351.4238,175.3629,2.723935
372.5947,0,0,0,5,5,0,0,0,0,5.142749,14.61729,37.69844,351.436,175.3629,2.714835
372.6082,0,0,0,6,6,0,0,0,0,5.142766,14.61724,37.69843,351.468,175.3363,2.724921
372.623,0,0,0,7,7,0,0,0,0,5.1428,14.61719,37.69841,351.4927,175.3178,2.740369
372.6375,0,0,0,8,8,0,0,0,0,5.142835,14.61719,37.69837,351.4998,175.2986,2.741146
372.6513,0,0,0,9,9,0,0,0,0,5.142861,14.61721,37.69832,351.4929,175.2853,2.743628
372.666,0,0,0,10,10,0,0,0,0,5.142891,14.61721,37.69828,351.4883,175.2729,2.748231
372.6803,0,0,0,11,11,0,0,0,0,5.142942,14.61715,37.69824,351.486,175.2582,2.75729
372.6942,0,0,0,12,12,0,0,0,0,5.142996,14.6171,37.69822,351.4954,175.2304,2.771113
372.7075,0,0,0,13,13,0,0,0,0,5.14306,14.61706,37.69819,351.4854,175.2123,2.772979
372.7227,0,0,0,14,14,0,0,0,0,5.143138,14.61705,37.69815,351.4831,175.2083,2.777144
372.7363,0,0,0,15,15,0,0,0,0,5.143219,14.61702,37.69812,351.4896,175.192,2.788768
372.7499,0,0,0,16,16,0,0,0,0,5.143307,14.61699,37.69808,351.4854,175.1654,2.788363
372.7642,0,0,0,17,17,0,0,0,0,5.143389,14.61695,37.69804,351.4949,175.1287,2.79989
372.7787,0,0,0,18,18,0,0,0,0,5.14346,14.61692,37.69797,351.494,175.0968,2.809837
372.7917,0,0,0,19,19,0,0,0,0,5.143507,14.61688,37.69791,351.5128,175.0689,2.835356
372.8062,0,0,0,20,20,0,0,0,0,5.143588,14.61683,37.69785,351.5079,175.048,2.842073
372.8234,0,0,0,21,21,0,0,0,0,5.143673,14.61677,37.69782,351.5101,175.0231,2.845287
372.8345,0,0,0,22,22,0,0,0,0,5.143749,14.61668,37.69778,351.5303,175.0096,2.869197
372.8472,0,0,0,23,23,0,0,0,0,5.143785,14.61658,37.69774,351.598,174.9811,2.886999
372.8617,0,0,0,24,24,0,0,0,0,5.143822,14.61646,37.69767,351.6555,174.9607,2.91488
372.8759,0,0,0,25,25,0,0,0,0,5.143847,14.61635,37.69761,351.6822,174.9483,2.924155
372.8897,0,0,0,26,26,0,0,0,0,5.143885,14.6163,37.69754,351.7166,174.9412,2.882244
372.9041,0,0,0,27,27,0,0,0,0,5.143909,14.61628,37.69744,351.7433,174.9377,2.885803
372.9178,0,0,0,28,28,0,0,0,0,5.143888,14.61626,37.69733,351.7957,174.9315,2.890729
372.9311,0,0,0,29,29,0,0,0,0,5.143862,14.61618,37.69722,351.8752,174.9394,2.878995
372.9461,0,0,0,30,30,0,0,0,0,5.143875,14.61603,37.69713,351.962,174.9378,2.881595
372.96,0,0,0,31,31,0,0,0,0,5.143868,14.61588,37.69702,352.0544,174.9376,2.877226
372.9731,0,0,0,32,32,0,0,0,0,5.143826,14.61573,37.69689,352.1219,174.9511,2.864468
372.9878,0,0,0,33,33,0,0,0,0,5.143791,14.61561,37.69676,352.1907,174.958,2.847019
373.0017,0,0,0,34,34,0,0,0,0,5.143774,14.61548,37.69661,352.2372,174.973,2.83668
373.016,0,0,0,35,35,0,0,0,0,5.143743,14.61533,37.6965,352.3326,174.9699,2.84048
373.0291,0,0,0,36,36,0,0,0,0,5.143731,14.61517,37.69638,352.4319,174.9833,2.824133
373.0435,0,0,0,37,37,0,0,0,0,5.143729,14.61501,37.69624,352.5184,174.9871,2.802688
373.0576,0,0,0,38,38,0,0,0,0,5.143737,14.61484,37.69609,352.5804,174.994,2.783187
373.071,0,0,0,39,39,0,0,0,0,5.143745,14.61467,37.69597,352.6544,174.9863,2.769467
373.0857,0,0,0,40,40,0,0,0,0,5.143747,14.61454,37.69587,352.7152,174.9856,2.762241
373.0995,0,0,0,41,41,0,0,0,0,5.143763,14.61443,37.69575,352.763,174.9988,2.737738
373.113,0,0,0,42,42,0,0,0,0,5.143754,14.61437,37.69563,352.8151,174.9957,2.721169
373.1272,0,0,0,43,43,0,0,0,0,5.143759,14.61431,37.69551,352.8329,174.9928,2.709811
373.1413,0,0,0,44,44,0,0,0,0,5.143767,14.61424,37.69543,352.86,174.996,2.712414
373.1553,0,0,0,45,45,0,0,0,0,5.143761,14.61415,37.69537,352.874,175.0016,2.694891
373.1684,0,0,0,46,46,0,0,0,0,5.143723,14.6141,37.69532,352.8814,175.0027,2.661564
373.1832,0,0,0,47,47,0,0,0,0,5.143661,14.61406,37.69528,352.8875,175.0287,2.651779
373.197,0,0,0,48,48,0,0,0,0,5.143579,14.61401,37.69526,352.8943,175.0398,2.640063
373.2103,0,0,0,49,49,0,0,0,0,5.143526,14.61389,37.69527,352.9169,175.0579,2.668892
373.2248,0,0,0,50,50,0,0,0,0,5.143439,14.61374,37.6953,352.9234,175.0506,2.709975
373.2387,0,0,0,51,51,0,0,0,0,5.143343,14.61358,37.69529,352.9181,175.0603,2.754828
373.2521,0,0,0,52,52,0,0,0,0,5.143215,14.61339,37.69525,352.9016,175.062,2.812942
373.268,0,0,0,53,53,0,0,0,0,5.14306,14.61317,37.69521,352.864,175.0708,2.869681
373.2809,0,0,0,54,54,0,0,0,0,5.142912,14.61293,37.69518,352.8444,175.0894,2.918438
373.2943,0,0,0,55,55,0,0,0,0,5.14275,14.61266,37.69512,352.8049,175.1042,2.969828
373.3075,0,0,0,56,56,0,0,0,0,5.142512,14.6123,37.69495,352.7579,175.142,3.002321
373.3221,0,0,0,57,57,0,0,0,0,5.142211,14.61198,37.69482,352.7265,175.1544,3.038206
373.3362,0,0,0,58,58,0,0,0,0,5.141934,14.61174,37.69469,352.6998,175.1901,3.06731
373.3496,0,0,0,59,59,0,0,0,0,5.141658,14.61146,37.69455,352.6354,175.2346,3.062705
373.3638,0,0,0,60,60,0,0,0,0,5.141306,14.6112,37.69442,352.5754,175.2961,3.039787
373.378,0,0,0,61,61,0,0,0,0,5.140963,14.61097,37.69426,352.4962,175.377,2.994093
373.3912,0,0,0,62,62,0,0,0,0,5.140512,14.61071,37.69414,352.4086,175.4586,2.944831
373.4058,0,0,0,63,63,0,0,0,0,5.140019,14.61049,37.69403,352.343,175.5584,2.897573
373.4196,0,0,0,64,64,0,0,0,0,5.139446,14.61034,37.69397,352.2969,175.6686,2.843318
373.4331,0,0,0,65,65,0,0,0,0,5.138884,14.6102,37.69389,352.2346,175.813,2.744625
373.4478,0,0,0,66,66,0,0,0,0,5.138238,14.61009,37.69381,352.2003,175.9823,2.615844
373.4615,0,0,0,67,67,0,0,0,0,5.137547,14.61004,37.69375,352.1897,176.1615,2.466327
373.4757,0,0,0,68,68,0,0,0,0,5.136903,14.61001,37.69371,352.1814,176.3531,2.313669
373.4887,0,0,0,69,69,0,0,0,0,5.136235,14.61,37.69368,352.1745,176.551,2.197691
373.5031,0,0,0,70,70,0,0,0,0,5.135526,14.61,37.69368,352.1839,176.7317,2.082307
373.5173,0,0,0,71,71,0,0,0,0,5.134827,14.61,37.6937,352.2005,176.9157,1.986375
373.5305,0,0,0,72,72,0,0,0,0,5.134126,14.60998,37.6937,352.2153,177.0847,1.927698
373.5453,0,0,0,73,73,0,0,0,0,5.133445,14.60998,37.69372,352.2356,177.2355,1.905742
373.5593,0,0,0,74,74,0,0,0,0,5.132752,14.60998,37.69373,352.2483,177.3763,1.926337
373.5722,0,0,0,75,75,0,0,0,0,5.132036,14.61001,37.69376,352.2633,177.4891,1.968265
373.5868,0,0,0,76,76,0,0,0,0,5.131346,14.61005,37.69375,352.2763,177.5954,2.030835
373.6008,0,0,0,77,77,0,0,0,0,5.130681,14.60999,37.69374,352.2814,177.6725,2.121547
373.6147,0,0,0,78,78,0,0,0,0,5.130078,14.60999,37.6938,352.3154,177.736,2.243529
373.6281,0,0,0,79,79,0,0,0,0,5.129438,14.61003,37.69388,352.3229,177.7594,2.368422
373.6427,0,0,0,80,80,0,0,0,0,5.128783,14.61014,37.69393,352.3083,177.7719,2.492619
373.6565,0,0,0,81,81,0,0,0,0,5.128134,14.61025,37.69397,352.2475,177.761,2.596131
373.6698,0,0,0,82,82,0,0,0,0,5.127479,14.61026,37.69403,352.198,177.7424,2.71932
373.6842,0,0,0,83,83,0,0,0,0,5.126822,14.6103,37.6941,352.1711,177.712,2.834929
373.6995,0,0,0,84,84,0,0,0,0,5.126095,14.61028,37.69416,352.1344,177.6761,2.955137
373.7118,0,0,0,85,85,0,0,0,0,5.125256,14.61042,37.69424,352.14,177.635,3.028853
373.7259,0,0,0,86,86,0,0,0,0,5.124404,14.61055,37.6943,352.137,177.605,3.07542
373.7397,0,0,0,87,87,0,0,0,0,5.123579,14.61067,37.69437,352.1559,177.5744,3.11204
373.7531,0,0,0,88,88,0,0,0,0,5.122684,14.61076,37.69452,352.179,177.5426,3.109303
373.7675,0,0,0,89,89,0,0,0,0,5.12172,14.61076,37.6946,352.2123,177.5072,3.102189
373.7816,0,0,0,90,90,0,0,0,0,5.120659,14.61066,37.69466,352.243,177.4868,3.092455
373.7956,0,0,0,91,91,0,0,0,0,5.119596,14.61067,37.69482,352.3683,177.4654,3.0525
373.8088,0,0,0,92,92,0,0,0,0,5.118592,14.61064,37.695,352.5402,177.4736,3.037583
373.8234,0,0,0,93,93,0,0,0,0,5.117615,14.61057,37.69521,352.6933,177.4818,2.982939
373.8374,0,0,0,94,94,0,0,0,0,5.116637,14.61041,37.69536,352.8588,177.5115,2.916413
373.8508,0,0,0,95,95,0,0,0,0,5.115593,14.61019,37.69551,353.021,177.5341,2.868144
373.8651,0,0,0,96,96,0,0,0,0,5.114501,14.60993,37.69576,353.2456,177.537,2.871441
373.8795,0,0,0,97,97,0,0,0,0,5.113603,14.60969,37.69596,353.4257,177.5762,2.871276
373.8923,0,0,0,98,98,0,0,0,0,5.112672,14.60949,37.69618,353.6029,177.5934,2.894702
373.9069,0,0,0,99,99,0,0,0,0,5.111772,14.60926,37.69634,353.691,177.5928,2.927094
373.9214,0,0,0,100,100,0,0,0,0,5.110839,14.60903,37.69649,353.812,177.5755,2.96154
373.9352,0,0,0,101,101,0,0,0,0,5.109934,14.60887,37.69664,353.9025,177.5484,2.980354
373.9483,0,0,0,102,102,0,0,0,0,5.10913,14.60869,37.69676,353.9936,177.5297,3.006821
373.9625,0,0,0,103,103,0,0,0,0,5.108387,14.60835,37.6968,354.0192,177.5263,3.02322
373.9766,0,0,0,104,104,0,0,0,0,5.107529,14.60811,37.69686,354.0738,177.4992,3.070364
373.9897,0,0,0,105,105,0,0,0,0,5.10676,14.60795,37.69691,354.1556,177.4875,3.092971
374.0043,0,0,0,106,106,0,0,0,0,5.106067,14.60779,37.69695,354.2115,177.4746,3.076511
374.0185,0,0,0,107,107,0,0,0,0,5.105433,14.60763,37.69695,354.2375,177.4764,3.079726
374.0317,0,0,0,108,108,0,0,0,0,5.104794,14.60739,37.69688,354.3011,177.4696,3.110806
374.0464,0,0,0,109,109,0,0,0,0,5.104118,14.60717,37.69682,354.3779,177.4608,3.15997
374.0603,0,0,0,110,110,0,0,0,0,5.103496,14.60702,37.69669,354.479,177.4625,3.22173
374.0741,0,0,0,111,111,0,0,0,0,5.102943,14.60704,37.69667,354.5571,177.4438,3.279084
374.0875,0,0,0,112,112,0,0,0,0,5.102428,14.60684,37.69641,354.5882,177.4138,3.343165
374.1021,0,0,0,113,113,0,0,0,0,5.101846,14.6068,37.69622,354.5893,177.3551,3.382829
374.1161,0,0,0,114,114,0,0,0,0,5.101261,14.60671,37.69597,354.5969,177.3064,3.394939
374.1328,0,0,0,115,115,0,0,0,0,5.10069,14.6066,37.69564,354.6037,177.2366,3.419399
374.1438,0,0,0,116,116,0,0,0,0,5.100225,14.60653,37.69529,354.611,177.1509,3.450796
374.1573,0,0,0,117,117,0,0,0,0,5.099827,14.60655,37.69492,354.6238,177.0722,3.443862
374.1706,0,0,0,118,118,0,0,0,0,5.099366,14.60659,37.6945,354.6038,176.9788,3.42976
374.1854,0,0,0,119,119,0,0,0,0,5.098925,14.6065,37.69409,354.5634,176.8975,3.387411
374.1992,0,0,0,120,120,0,0,0,0,5.098526,14.60671,37.69372,354.5435,176.8215,3.296541
374.2126,0,0,0,121,121,0,0,0,0,5.098239,14.60664,37.69323,354.4978,176.7495,3.206535
374.2272,0,0,0,122,122,0,0,0,0,5.09793,14.60666,37.69279,354.4579,176.6658,3.127261
374.2411,0,0,0,123,123,0,0,0,0,5.097579,14.60661,37.69226,354.4552,176.5597,3.080231
374.2551,0,0,0,124,124,0,0,0,0,5.09726,14.60677,37.69178,354.4732,176.47,3.016844
374.2682,0,0,0,125,125,0,0,0,0,5.097018,14.60691,37.69127,354.4611,176.3912,2.91172
374.2828,0,0,0,126,126,0,0,0,0,5.096922,14.60701,37.69067,354.4321,176.3588,2.791825
374.2971,0,0,0,127,127,0,0,0,0,5.096834,14.60717,37.69015,354.4334,176.3284,2.672112
374.3102,0,0,0,128,128,0,0,0,0,5.096733,14.60722,37.68959,354.4366,176.3068,2.53809
374.3248,0,0,0,129,129,0,0,0,0,5.096714,14.60747,37.68898,354.4398,176.3115,2.388063
374.3387,0,0,0,130,130,0,0,0,0,5.096774,14.6077,37.6884,354.4316,176.3218,2.265037
374.352,0,0,0,131,131,0,0,0,0,5.096831,14.60785,37.68776,354.3982,176.3262,2.174729
374.3666,0,0,0,132,132,0,0,0,0,5.097017,14.608,37.68708,354.3876,176.3486,2.106663
374.3808,0,0,0,133,133,0,0,0,0,5.097051,14.60816,37.68641,354.4066,176.3427,2.082237
374.3947,0,0,0,134,134,0,0,0,0,5.097122,14.60838,37.68576,354.4335,176.3484,2.08989
374.4079,0,0,0,135,135,0,0,0,0,5.097222,14.60853,37.68506,354.4439,176.3655,2.117869
374.4225,0,0,0,136,136,0,0,0,0,5.097404,14.60867,37.68427,354.4208,176.3901,2.118325
374.4362,0,0,0,137,137,0,0,0,0,5.097511,14.60859,37.68357,354.4154,176.4013,2.118499
374.4496,0,0,0,138,138,0,0,0,0,5.097654,14.60859,37.68291,354.4526,176.4431,2.14604
374.4642,0,0,0,139,139,0,0,0,0,5.09776,14.60847,37.68218,354.4993,176.4547,2.143842
374.4784,0,0,0,140,140,0,0,0,0,5.097989,14.60845,37.68146,354.5738,176.5048,2.12571
374.4913,0,0,0,141,141,0,0,0,0,5.098193,14.60837,37.68068,354.6248,176.5316,2.073807
374.5058,0,0,0,142,142,0,0,0,0,5.098421,14.60841,37.67995,354.7156,176.5685,2.027052
374.52,0,0,0,143,143,0,0,0,0,5.098627,14.60833,37.67909,354.7791,176.5862,1.98848
374.5331,0,0,0,144,144,0,0,0,0,5.098957,14.60839,37.67825,354.852,176.5871,1.928447
374.5479,0,0,0,145,145,0,0,0,0,5.099263,14.60835,37.67738,354.8961,176.5295,1.911643
374.563,0,0,0,146,146,0,0,0,0,5.099607,14.60844,37.6765,354.9221,176.4606,1.892284
374.5758,0,0,0,147,147,0,0,0,0,5.1,14.60849,37.67556,354.9291,176.3751,1.879869
374.5887,0,0,0,148,148,0,0,0,0,5.100377,14.6085,37.67457,354.9186,176.2823,1.854039
374.6032,0,0,0,149,149,0,0,0,0,5.100829,14.60864,37.67362,354.9258,176.1948,1.842842
374.6174,0,0,0,150,150,0,0,0,0,5.101319,14.60877,37.67259,354.9263,176.0918,1.834761
374.6307,0,0,0,151,151,0,0,0,0,5.101783,14.60887,37.67156,354.91,175.9626,1.837437
374.6453,0,0,0,152,152,0,0,0,0,5.102218,14.60904,37.67046,354.8848,175.8519,1.858758
374.6593,0,0,0,153,153,0,0,0,0,5.102631,14.60924,37.6694,354.8513,175.7253,1.892143
